"","CSA.FC12_VMT","CSA.FC3_VMT","CSA.FC4_VMT","CSA.FC56_VMT","CSA.EmpSer_SQ","CSA.ActEnt","CSA..Intercept."
"145",-0.000159250641708005,-0.00231306611208974,-0.000477489131989654,-0.0001189295171246,-0.000184234301365626,-0.00565466960258329,-0.110782705346655
"146",-8.96643585187058e-05,-0.00485814260249007,-0.00272892225463637,-0.000328226874638423,-0.000412683419744256,-0.0077139233763077,-0.149427056389419
"147",-0.000423317419983576,-0.00281153770635352,-0.00585499813813112,0.000109888231695289,-0.000408622953469238,-0.016097927790968,-0.175807813526799
"148",-0.00211624713180692,-0.0218517816225753,-0.0235570701158428,0.00288096206540902,0.00181162021353778,0.00749649775695528,0.0896927289860252
"150",-4.3204644255509e-05,-0.000537663718748327,-0.00571122026170909,-0.000659801313381248,-0.000232732116615144,-0.00522999876850551,-0.109546159982916
"154",-0.000666702215251741,-0.0159060600093687,-0.00145657960882856,-3.10074979899987e-05,-0.000633876286941425,-0.0083322210277885,-0.158813998896967
"160",-0.00177364208989633,0.000595429356221381,-0.0101521646488031,-0.000926953871583157,-0.0023024517281325,-0.00864351757510016,-0.261105399989785
"162",0.000653965690807133,0.0340200987120333,-0.00141578603309919,-0.00203912343631132,-0.000398231996321824,0.00769011440373588,0.283950884983823
"164",7.21669342657303e-05,0.000338185780823012,-0.00238991122119108,0.000212874553591661,-7.27915563850464e-05,0.000472592156694346,0.0116663090680421
"168",-0.000687318682829251,-0.00999526307627952,-0.0106479968292792,-0.000968252838729059,-0.00077356130941351,-0.0176778656666255,-0.280615181127826
"170",-0.000410062225105282,0.00414868508378222,-0.00343772169653449,0.001896854847856,0.000254111273720103,0.00268513505383425,0.0922252667934591
"172",0.00028960895649472,0.0028718030584637,0.0186818284158559,0.0031851417096343,0.00166314982853233,0.00275961302964868,-0.08119637285978
"174",-0.000305169455977251,0.00134653778573012,-0.00537735568733605,2.37136636163153e-06,-0.000228595253923054,-0.00736335137016524,-0.181440048653612
"176",-5.83833558338122e-05,-0.0562605275013335,0.0194309168921265,-0.0117495660655484,0.00793890543601912,0.0120619409565723,-0.134198813820458
"178",-0.00384342257706035,-0.0285342379194295,-0.0129936118482068,-0.00273576417172982,-0.00253690134013242,-0.0013370454408455,-0.187546646115176
"184",-0.00209891223654877,-0.0189816334903417,-0.0197655645831424,0.00114971912982045,-0.00147814371044633,-0.014681660151047,-0.395659857122487
"185",0,-0.000842374459426187,-0.000272482179249527,-8.77330409292222e-05,-2.46990723584171e-05,-0.00150677819912635,-0.0355320704699851
"188",0,0.00130907281700777,-0.000638699665222875,1.29334617408729e-05,1.92614133449137e-05,0.000638722710303803,-0.00616470246984488
"190",-0.000148721976549601,-0.00294182089294872,-0.00579134050161841,-0.000213537221201495,-0.000643515315183642,-0.00571649837898565,-0.099252918228797
"192",0.0014399567505517,0.0151588778466244,0.00631414041780497,0.000462373585385283,-4.60752754572535e-07,0.00763112069980955,0.0471314599200458
"194",0.000111193631892381,-0.00143721893211884,0.00275389841586035,0.000351813600972786,0.00089073876345227,-0.00735682628572603,-0.080596064487335
"198",0.000575161622108545,0.00246451412902049,-0.000480544566547942,0.00062657126528129,0.000994553456332175,-0.0148121668520812,0.0352578614365408
"200",6.0722753129829e-06,0.000416426386948459,-0.000400130721175996,2.11183791169314e-05,-7.35197419138958e-06,-0.000126526175958183,-0.00782086757843888
"204",0.0014767955903598,-0.0106157230575259,-0.00979630469394625,0.00301893212999252,-0.000510910399725257,-0.00460934440117445,-0.0661457196939818
"206",0.0107544849382291,0.00181549708295817,-0.0710181109961571,0.00442065281551877,-0.0010845977459979,0.00779263657047567,0.122984745833824
"209",-0.000357768945154911,0.00256576143894932,-2.27651277628219e-05,-0.000387039295829943,-2.72192098379574e-05,-0.00352552784638727,-0.142859225740011
"212",0.000987610058707503,-0.00194407148207507,-0.00478502193106235,-0.00207340230551209,-0.000525887405863666,-0.0109860600377498,0.00424003553137658
"216",-0.00291290932290219,-0.0125618547653531,0.00619979097696306,0.00492621532769952,-0.0010533753542289,0.000567477918504272,0.203270878945788
"217",0,0,-4.03856934403747e-07,-3.25653236366596e-07,-3.19423965129788e-06,-3.38802573327539e-05,-0.00589346884034029
"218",-0.000241364993819436,-0.0104934606362883,0.00287258322933,-0.000763235128567975,0.000869636663514523,-0.00566446742633474,-0.11752447002303
"220",0.00281263715863227,-0.00914718402537198,-0.00759885384941859,-0.00144793138103122,-0.00315515041360606,-0.0343971537431538,0.310231433434983
"221",-1.52184362767392e-08,-0.000840319418198195,-0.00124631318319762,-8.1990128593595e-05,-9.52677243921072e-05,-0.00256467729240715,-0.0569301967256216
"222",0,-0.00399531260907956,0.000206447311864751,2.53449231346922e-05,-0.000198642002886759,0.00115981815675976,0.0204141866584684
"232",2.96125628182728e-05,-0.00299511909323925,-0.000318832117300654,-0.000174416385624354,-0.000133549519833999,-0.00255454443463051,-0.0721116659489173
"233",-3.60934887188466e-09,-0.000361990607347934,-1.25895767591619e-06,-1.31944315771863e-05,-1.65489352931645e-05,-0.000863626588742311,-0.0120733727693425
"236",-0.000165589347603227,-0.0032559416656379,-0.00457652909933363,-0.000599335000798818,-0.000472118876606776,-0.0093755949864959,-0.153424427520563
"238",-9.96201637304831e-05,0.00987627121424394,0.0125914899040273,-0.00217204403849554,0.00169022916410354,-0.00520889873167025,0.0260498091451032
"240",0.000194694034234524,-0.00376854924870757,-0.00490564515429661,-0.000339327866933057,-0.00066558796757861,-0.00270650396719601,-0.0605138286853462
"244",-0.00039249347189686,-0.00608673523287162,-0.00755560439151028,-0.00134211833697136,-0.000827237675419351,-0.0154051783469713,-0.236005858468574
"246",-0.000158917862374528,0.00215165038799688,0.0182116052134356,0.000620968079598124,0.000138746411608806,0.00227596348144515,0.0752159188895472
"248",-5.90231806494289e-05,-0.00047250353067718,-0.000254187208067044,-1.67368379185278e-05,-9.53801829417457e-06,-0.00271387015982036,-0.0555899344165543
"258",0.000199709965903292,-0.00982437370879832,-0.00123866269988703,-0.000598106657644873,-0.000571617227131248,-0.00489932326610413,-0.128299908529807
"260",0.00301993172853409,0.000144302527523763,0.00425553660759584,0.000769402242617411,-0.000315250987388205,0.0151931775480955,0.0890394902995083
"264",-0.000175484385297707,-0.00456304523095921,-0.00560069214072349,-0.000413851734282129,-0.00046293847751631,-0.00209661769188607,-0.0803514830632822
"266",0.000150809947119133,0.00238934626015163,0.00115940724833887,-0.00162936231829774,-0.00142031530198637,-0.000539817890040146,-0.0825448540353729
"267",-0.000143086700928562,-0.00605270652625124,-0.00422388611274164,-0.000612187436123006,-0.000718744443810632,-0.00887164212553882,-0.208242297423718
"268",-0.000904028271446362,-0.00177126698628667,0.00823004160305373,0.00268550877317216,0.00121158353003351,0.00365249969255725,-0.147493874186625
"273",-2.99677192726358e-05,0.00461179273267169,0.0176740132653322,-0.000726005374229281,-4.3792770769835e-05,0.000727439968714995,0.255902148197392
"274",-3.24617541349294e-06,-0.00257547225445355,0.00401026016988755,0.00023947405009233,-0.000107643697461947,-0.000982494257275091,0.0466215757264494
"276",0.00170400373063152,0.017150263850573,0.00105114646429043,0.000698777457796568,-0.000876709203263149,-0.00575246634957072,-0.109277862755189
"277",9.5537176396872e-07,-0.00188513454036065,-0.00275086846725368,-0.000480949722752651,-0.000530230338278213,-0.0026430555581525,-0.0702431288182143
"278",-0.000922420041833951,-0.0127603946175522,-0.00458913539529724,-0.00190422850225633,-0.00292594642106017,0.0145705404953615,0.129387696438087
"280",-6.40944781205581e-05,-0.0039662801048376,-0.00532662773140151,-0.00045809939997879,-0.000320400646814046,-0.00953811949627044,-0.12666922729033
"284",7.31083437650399e-05,0.00242980091119342,0.00028846676511656,6.64906592907502e-05,7.93332805673558e-06,0.00517904139976511,0.068849750709749
"288",0.00124976570361078,-0.00410269487039551,-0.0113407039372921,-0.00181565417584139,0.00201699536439898,0.00662531120411406,0.249474300526949
"290",0.00196227800222583,0.00286765231320818,-0.00187932144109005,0.000750299003965494,0.000448629289340084,-0.00495920698043622,-0.137695971200407
"292",-2.40516331092014e-05,-0.00182362608792957,-0.000933640975300375,0.000392302637514265,7.77974507320643e-05,-0.00245434529113562,-0.032884833465711
"294",0.00269088483203489,-0.0120134227469377,0.00745162022576144,0.00141735333902598,-0.000670017469818145,-0.00602077092086859,-0.067720652973873
"296",-0.000102304232036756,-0.00599715252214743,-0.00760815398555752,-0.000465837095726986,-0.000855547159064989,-0.00767765273977442,-0.105677078989388
"297",-6.81908293899974e-05,-0.00278062623561715,-0.00305021731526886,-0.000417358376544674,-0.000193840279835007,-0.00568248727338592,-0.132811946132684
"298",0.00116990636689488,0.00662019491879277,-0.000291675207528316,0.00143162922392605,0.000644045912236006,0.0049627963174075,0.110422616619454
"300",0.000586132340425169,0.0147387886925544,0.0196844121779783,0.00592351220586053,0.000867774544746994,0.0204575453283777,0.623587888489939
"304",-3.94375133907719e-05,-0.000151502730003391,-0.000457657861650089,-8.78942670013493e-05,-6.59312130185764e-06,-0.00529361956555946,-0.0913242003148398
"306",0.000184464281125298,0.000709798299520555,-0.0010804683598711,-0.000185160717017467,0.000282895299415784,-0.00460119112505027,-0.0773122090065598
"308",3.57325015780982e-05,0.00072188742307688,-0.000802013375528561,-0.000113911054607185,-6.77530398155075e-05,-0.00116202289147046,-0.0373217870222923
"309",-2.45167460828869e-05,-0.00185440555910565,-0.00335104824004657,-0.000254826555032198,-0.00023346156445837,-0.00631389420024481,-0.110238533447542
"310",-7.84906720260103e-05,-0.00827447578998101,-0.00387090844669126,-3.85449849714172e-05,-0.000695145942769624,-0.00619852600342913,-0.0615041117367787
"312",0.002761811646599,-0.00146339629719057,-0.0232688693639305,-0.000847283761558875,-0.000784837826188464,0.00140453193158737,-0.113037220235413
"314",-0.000162897411633466,-0.00312758133932542,-0.00024767782797146,-0.0019196385554641,-0.000265649330015174,0.00136147215784103,0.0395902442904346
"316",0,-0.000170030632093349,0.00107626435415482,0.000287712774237925,3.1813213858454e-05,0.00311252507435951,0.0460773209736001
"318",-2.95799705945155e-07,-0.0113719898876137,-0.00313470571667012,-0.000737196313801259,2.08133114323531e-05,-0.00208901240286556,-0.0859553816688372
"320",8.94707665950826e-05,-0.00152095820924889,-0.00393736751681909,0.00022836093931455,-0.000388178804831182,-0.00716079563197355,-0.0799179025037276
"324",-0.000378536407491155,-0.000907258697413576,0.00191814398855394,0.000949663076898682,0.000334068351596124,-0.000639817385888022,0.0123838473889947
"330",-0.000279218938454208,-0.00617667321257398,-0.00254292002296383,-0.00114077035189416,-0.000497800144758769,-0.00869406027068045,-0.146398226686863
"332",-0.00377770502218561,0.0613956621136941,0.0377369848278893,0.00653585557504594,0.000223898981044931,0.0159617135812341,0.100211309232881
"336",-0.000465151602034701,0.0120724162543085,0.00569464606044467,-0.00032323063119377,-0.000638259445262337,0.00505037180740456,-0.0403429640786211
"338",1.27555848696854e-05,-0.00238666582147481,-4.28127498580635e-05,-0.000863060861469852,-0.000380990653510418,-0.00171556425362681,-0.0576762610739026
"339",-8.5550349064766e-05,-0.00664615745653406,-0.0274788603431565,-0.00169310623472531,-0.00143080196666774,-0.00978191748269239,-0.223891116582225
"340",0.000980583308264878,-0.00149907931039705,-0.0181585628816649,0.00152127520600687,0.000338083354991297,-0.00392208233739496,0.0441870963089754
"346",6.58465154897569e-06,0.00491190206686674,0.000438169121879995,0.000444658014484828,0.000127151980614925,0.00557638204057864,0.128830542111089
"348",-0.00611761405026426,-0.000302210674488891,-0.0276278364970619,0.00239353418328824,-0.00618254167184894,0.00843679474425325,0.469181486700369
"350",-4.24170813622577e-05,0.022768309668732,-0.00206862208268874,0.000398570354365351,-0.000328942901262554,-0.00338749118120723,0.217110937029473
"352",0.000359906491188529,-0.00318953926160296,0.00193493018399822,0.00205729423746082,0.000268974124962635,0.00577115640166197,0.113823387319015
"356",0.00062435524925924,-0.00157672010166621,0.00891983541192346,0.000666802333966022,0.000289728297383636,0.00707664972211368,0.0618668303694106
"357",0.00065750111050208,-0.017054963905716,-0.00602881342488926,-0.00042786611389149,-0.000923005412408744,0.00464233867438271,-0.021859263995716
"358",3.7235895080426e-06,0.00194468975288172,-0.00324698391836083,-3.08306104094531e-05,-4.53392029902341e-05,-0.000306527163517347,-0.0266206571020697
"359",9.59450094918872e-06,0.00105919824496206,-1.28178839327089e-05,0.000388018648703863,0.00011850674764657,-0.00182498867728,-0.0254260122044543
"360",-0.000169671315168578,-0.00213317328287285,0.000376796883379027,-0.000593735997481781,-0.000158339136192563,-0.00709146210097439,-0.101623873259379
"362",0,-5.83479063703046e-05,-0.000161190069358116,-1.09144841904471e-05,-1.13714742979921e-05,-0.000684106173480524,-0.0128906359563023
"365",0.000729682092397629,0.00178199267947788,-0.0030008309584596,0.00165709770682124,-0.000253000959222949,5.62962841582386e-05,-0.168143923579254
"366",-0.000134852473331788,0.0045699079436639,-1.38010064639212e-05,0.00112574171167548,9.79623302009748e-05,0.0041847651709457,0.110900480852034
"368",0.00495868120054118,0.0177971109797327,0.0251508728873579,4.74055091761551e-07,0.00142455724772873,-0.00178710523842766,0.0417195756936519
"370",-0.00260829058143803,-0.0332585848933269,0.0308594501044098,0.00389834761396931,-0.000376638931489712,0.0221751389370337,0.370014618158216
"372",4.67249588053433e-05,0.0169387843926216,0.00289962201492215,0.0009096133398643,0.000765376473121159,0.012103331703656,0.190732788704257
"376",-0.00243992274935151,-0.00724587616378008,0.0117096083069044,0.00128162104236493,0.00318039499592186,-0.0176098502470718,-0.112029491646949
"378",-0.00683171012731683,-0.0163435270231758,0.0261410231672554,0.00400487528936554,0.00357653449312614,-0.0164680591551251,-0.249647091215146
"380",-0.00126290456035752,0.00557935206077573,0.0047104251652961,-0.00116080499296156,0.000690939419910157,0.00314451428318165,0.06879544331187
"382",0.000993138986399508,0.0123364426476609,0.00412038818833393,0.00131605950989686,0.000426830241310511,0.0167390561612214,0.473879460383725
"384",-0.000323865100175504,-0.00307551909320978,-0.00516884701982378,-0.000213407774362653,-0.000402777917125054,-0.00513940502779556,-0.0937876484750729
"390",5.26513912060782e-05,0.00435871719560959,-0.00211039969339593,0.000357167176495847,8.46925910713557e-05,0.00461437138327556,0.0777033927042287
"393",2.10619802294085e-05,0.000526221644256904,0.000248339976679664,6.06492129343094e-05,1.90130341335431e-05,0.000823424085327849,0.0191481021634707
"394",-7.99852836891767e-06,-0.000225242088341197,-0.000236141078723178,-0.000108882525698116,-3.48799773782061e-05,0.00150711843426812,0.0099607898239388
"396",0.000111509767708946,0.0281418301772999,-0.00190192478791587,0.00096749985444357,0.000374018441833234,0.0169070962178001,0.271913721479458
"400",-0.00100702419735252,0.0246832767472777,0.00260633104218562,-0.000746267968587373,0.00214990213020064,-0.00148392029213914,0.134320072454862
"404",-4.58999926712208e-05,-0.00664394773734279,0.000768820174372803,-0.000349412150288086,-0.00015451332775736,-0.0016401761578542,-0.0733341505161322
"406",0.00203007112577596,-0.00137282610596423,0.0326972870277729,-0.00124678875267123,-0.000269999950381271,0.0127440674293047,-0.0161941658701821
"408",-0.00778191333868162,-0.0415892305349427,0.0144324632016223,-0.0224332248060215,0.0106707270940034,0.0478331687553238,0.253351830561816
"412",-0.000348493494446535,0.0258431861063246,0.00483025285126351,0.00504115749049431,0.000947889957736938,0.00974443572684408,0.431675879572383
"416",0.000942965594005849,0.0134699829533454,-0.0311238066576596,-0.00438724452577891,-0.00285038293553925,-0.00429550802398782,0.0713057586829427
"420",4.82657200537755e-05,-0.0152887736790995,-0.00230492395060703,-0.000439012117780327,-0.00012378152037133,-0.0115359581656391,-0.153705715120295
"422",-0.000705490726037585,0.0229353663108491,0.0449245737398279,-0.00125227009518457,-0.00077494603416564,0.0170855426432224,0.31513615718403
"423",0,0.000136505950575925,0.000120536616719408,1.79967602734691e-05,6.84988277058323e-06,0.000693441078408669,0.00903232063899703
"424",2.42047459504711e-05,-0.00156941782773911,0.000231208842059748,-5.35075854294789e-05,6.61077092788853e-05,-0.000177799636753167,0.00160697436858706
"425",2.07056153861943e-06,0.000404723057199041,0.000780770761699546,-5.73184475195142e-05,5.37478374756016e-05,0.000345426372066923,-0.00528992088345304
"426",-0.000720644326863581,0.0234937710019387,-0.0026699656838324,0.00366947857234155,0.000212075155698038,0.0195531311026453,0.477014335289352
"427",-0.000412861994986956,-0.00583463082327906,-0.013540324292726,-0.000493722918786078,-0.000862578818631844,-0.0108409116836338,-0.217224276105427
"428",-0.00572750483502023,0.00713981379244674,-0.00640834136704487,-0.00737246124917494,0.00305191021924704,0.0366227933540214,0.178346956505314
"430",0.00117832571797385,-0.00316986533103575,-0.00268396001388005,0.00126268689722175,0.00131520547624791,-0.00310792472809942,-0.271611923246237
"438",0.000870185923731731,9.56274298199149e-05,0.00400621703958084,0.000902843697604722,0.000476541296527225,5.68333219281626e-05,0.00299456550392791
"440",-0.00325799812985891,0.0208352415717407,0.011473569501579,-0.00121036480585523,-0.00152122563898763,0.0059472624148272,0.18393225055695
"444",0.000162178883527415,0.000848377263111911,-0.0041515262278129,-0.00021708572410453,-0.000194958086800025,0.000273791439885621,0.0215918040248367
"446",0,-0.000589071963502856,-0.000356586478019384,-1.50369293114903e-05,-1.90277489243383e-05,-0.000190276514628895,-0.0138293063146736
"448",2.30345576576556e-05,-0.00177635066336672,-0.00204873280656147,-0.000653150298818958,-0.00032856625370163,-0.00459151491119349,-0.0774772628792755
"450",0.000609860511953331,0.00872290647194439,0.000737309369784172,0.000164815459828927,-0.00058239584606825,0.0035559967833918,-0.179662750281704
"452",-5.6513105737892e-05,-0.00210805356734522,-0.00223368301523907,8.20241908152447e-05,-0.000117332745700332,-0.00411524990536008,-0.0867850437174023
"454",-0.000124361656977527,-0.000873084499287903,0.0024024662917444,7.63278105939552e-05,3.36449628662942e-05,0.00383385827456298,0.207132306983743
"456",0.00137860907797189,0.00801537461557087,0.0201963643266288,0.00170259041833876,0.000781495968735787,0.0101681572797104,0.373684086014496
"458",-1.31081122802591e-05,-0.000236417279017686,-0.000457490358533822,8.44927468714943e-05,-5.34257119955273e-05,-0.00285934894426792,-0.0359133295799831
"462",-9.66496577275773e-05,0.00378493024123891,0.00374156440767627,0.000412912938242451,0.00185370677010255,-0.00167874416665842,-0.0421421944653622
"464",-0.0013151260729826,0.00464723264757195,-0.0112969904919828,-0.00013043370756527,-0.000783591549975625,-0.00588692248392956,-0.126463087886458
"466",0.000125174851916087,0.00393598399153066,-0.000646126823849377,-0.000233971264345346,-0.000258315966749942,0.00249899028388148,-0.00371475734239965
"468",-3.55361951477177e-05,0.00271508040941379,0.00467375939843632,-2.07449861013376e-05,0.000170711280693682,0.00909998637460448,0.0638223644998919
"470",-2.3315152359851e-05,0.00419199268164619,0.000971321178690385,0.000426704964213156,0.000170206804147362,0.00647774513069731,0.108795430503226
"472",-0.00117124761051464,0.0201372515973703,0.0162357016705123,-0.00346630188610089,-0.00274434401481203,0.0164037002868121,0.391347518670219
"474",-6.05090402852565e-05,-0.0111193740470946,-0.0130095729221902,-0.000825364754218564,-0.000945647800394087,-0.0113035261823622,-0.269219338208377
"476",-0.000234804598396762,0.0151528275967614,0.0114367757600032,0.00215727841031822,0.00233654040911809,0.0136303910283683,0.0839729876615862
"482",0.0068050252555755,-0.00331199732106656,-0.00543464997076478,0.000877855975447773,-0.00210760836806727,0.00239484161885965,0.0973429261812211
"488",0.00453670336382284,-0.0226970566928926,0.000186541568642318,0.000486624957373064,0.0130512207757936,0.0207668173672742,0.238063315048075
"496",-0.000491410521618291,0.00314699411465779,-0.00217605147310976,-0.000276890437282686,-0.000624838436290934,0.00427650380546765,0.0470528250831455
