"","x"
"1",0.0861050946707667
"2",0.351222402195984
"3",0.166526002814535
"4",0.486670575676399
"5",0.458628032443614
"6",0.165953661991923
"7",0.264743544978804
"8",0.214621341075723
"9",0.494395664245809
"10",0.606012605838282
"11",0.569060203477341
"12",0.327479034675139
"13",0.667004072783978
"14",0.35345949593612
"15",1.05471226324408
"16",0.715406159819722
"17",0.756885872618036
"18",0.877075216301344
"19",0.290560759831181
"20",0.679989518554702
"21",0.482664101785428
"22",0.38004200679593
"23",0.519999389324796
"24",0.533089851539717
"25",0.995926878237923
"26",2.04334836408441
"27",0.65153908202747
"28",0.265038781231727
"29",0.732183454501817
"30",0.479789715702486
"31",0.194013177947506
"32",0.607074751013227
"33",0.288664399601752
"34",0.198434356915621
"35",0.186649832996667
"36",0.432786476038966
"37",0.220936189175336
"38",0.0828526672289253
"39",0.216761178151387
"40",0.54534488138569
"41",0.156371144673606
"42",0.290884284087379
"43",0.328398618638122
"44",0.482732102257889
"45",0.320207697897296
"46",0.502779802394153
"47",0.287920749074733
"48",0.297505414445194
"49",0.294496867210441
"50",0.271743151361255
"51",0.282975669983847
"52",0.407404371307737
"53",0.341549545524499
"54",0.330170926001295
"55",0.451821612967964
"56",0.278948546062872
"57",0.687072737801955
"58",0.481352944063509
"59",0.160899543565687
"60",0.421174883568027
"61",0.253539449877845
"62",0.324351123646774
"63",0.604992070013585
"64",0.133598467537733
"65",0.502923351483344
"66",0.274535069427645
"67",0.283772060621548
"68",0.348139829964071
"69",0.248083256492775
"70",0.404264587458757
"71",0.398917964245343
"72",0.340441784396775
"73",0.123666514653821
"74",0.381175558181588
"75",0.157980771301705
"76",0.293388402117995
"77",0.206591230296452
"78",0.395020721755491
"79",0.278709551835023
"80",0.294162916645871
"81",0.00372417486696996
"82",0.0115537535674417
"83",0.00754570150900814
"84",0.270029538115357
"85",0.220137449943368
"86",0.644486951475659
"87",0.254153805091382
"88",0.821298780859927
"89",0.480979791585598
"90",0.168446288291314
"91",0.143191560828369
"92",0.247311802474591
"93",0.237525526674661
"94",0.350353968554153
"95",0.136616780906924
"96",0.489095785590277
"97",0.417739591074481
"98",0.378501323360561
"99",0.344376224985116
"100",0.266778298015879
"101",0.529845198571867
"102",0.261647972178627
"103",0.160209827657244
"104",0.48379383568444
"105",0.346147081161896
"106",0.318894211310445
"107",0.190868545869376
"108",0.263403932894198
"109",0.20113115455581
"110",0.148687155711809
"111",0.568846851691699
"112",0.166080445803765
"113",0.54947625205428
"114",0.298449822801019
"115",0.433636991754644
"116",0.143434203554922
"117",0.241391181685131
"118",0.254010698855771
"119",0.25525461983381
"120",0.158380962272925
"121",0.15219282057392
"122",0.114733358205988
"123",0.186222179974471
"124",0.557494873595558
"125",0.360789753290991
"126",0.162413331385881
